index,lat,lon,use_type,use_code,year_built,gross_area,story_height,number_of_stories,Address,fire,Fire,Fire_final
1954,38.027091999999996,-78.455169,R,Retail Store,1957.0,1352.0,12.0,1.0,408 RIVERSIDE AVE,0,0.0,0.0
1955,,,R,Retail Store,1924.0,2138.0,12.0,1.0,404 RIVERSIDE AVE,0,0.0,0.0
1956,,,R,Service Repair Garage,1960.0,1507.0,12.0,1.0,973 ROCK CREEK RD,0,0.0,0.0
1957,,,R,Restaurant,1975.0,2400.0,12.0,1.0,978 ROCK CREEK RD,0,1.0,1.0
1958,38.019515999999996,-78.49816,R,Restaurant,1975.0,950.0,12.0,1.0,932 ROCK CREEK RD,0,0.0,0.0
1959,38.019443,-78.498092,R,Office Building,1925.0,790.0,12.0,2.0,934 ROCK CREEK RD,0,0.0,0.0
1960,38.019397999999995,-78.497277,R,Office Building,1925.0,460.0,12.0,1.0,947 ROCK CREEK RD,0,0.0,0.0
1961,38.0223309,-78.4832527,R,Office Building,1951.0,201.0,12.0,1.0,505 ELLIOTT AVE,0,0.0,0.0
1962,38.021958000000005,-78.48773670000001,R,Service Repair Garage,1967.0,3000.0,12.0,1.0,111 LANKFORD AVE,0,0.0,0.0
1963,,,R,Restaurant,1962.0,2808.0,12.0,1.0,1111 RAYON ST,0,0.0,0.0
1964,38.0213915,-78.4848954,R,Retail Store,1939.0,975.0,12.0,1.0,501 DRUID AVE,0,0.0,0.0
1965,38.0211128,-78.4841407,R,Retail Store,1955.0,884.0,12.0,1.0,511 DRUID AVE,0,0.0,0.0
1966,38.0210588,-78.48400749999999,R,Retail Store,1955.0,3181.0,12.0,1.0,513 DRUID AVE,0,0.0,0.0
1967,38.0208622,-78.48449579999998,R,Medical Office,1984.0,1267.0,12.0,1.0,508 DRUID AVE,0,0.0,0.0
1968,38.0208174,-78.4843516,R,Medical Office,1984.0,1596.0,12.0,1.0,510 DRUID AVE,0,0.0,0.0
1969,38.0207499,-78.48418509999998,R,Medical Office,1984.0,801.0,12.0,1.0,512 DRUID AVE,0,0.0,0.0
1970,38.019922799999996,-78.4861385,R,Medical Office,1984.0,772.0,12.0,1.0,501 ROCKLAND AVE,0,0.0,0.0
1971,38.01992979999999,-78.4853838,R,Medical Office,1984.0,1295.0,12.0,1.0,506 STONEHENGE AVE,0,0.0,0.0
1972,38.019647,-78.48481199999998,R,Medical Office,1984.0,1847.0,12.0,1.0,514 STONEHENGE AVE,0,0.0,0.0
1973,38.0196077,-78.4854282,R,Medical Office,1984.0,792.0,12.0,1.0,511 ROCKLAND AVE,0,1.0,1.0
1974,38.0231834,-78.4914658,R,Medical Office,1984.0,1853.0,12.0,1.0,103 LINDEN ST,0,0.0,0.0
1975,38.0272404,-78.45586750000001,R,Church,1979.0,45100.0,12.0,2.0,422 RIVERSIDE AVE,0,0.0,0.0
1976,38.042114700000006,-78.46011949999998,R,Church,1979.0,18480.0,12.0,2.0,1039 MARTIN ST,0,0.0,0.0
1977,38.0219934,-78.4810773,R,Church,1979.0,28464.0,10.0,2.0,1001 AVON ST,0,0.0,0.0
1978,38.0361956,-78.4955499,R,Apartments 11-20 Units,1916.0,10909.0,10.0,2.0,1115 PAGE ST,0,1.0,1.0
1979,38.0361956,-78.4955499,R,Apartments 11-20 Units,1916.0,10909.0,10.0,2.0,1115 PAGE ST,0,1.0,1.0
1980,38.0195954,-78.48365230000002,R,Apartments 11-20 Units,1916.0,,8.0,2.0,1307 EARLY ST,0,0.0,0.0
1981,38.02884299999999,-78.51166099999998,R,Group Care Home,1985.0,3113.0,10.0,2.5,1804 CHELSEA DR,0,0.0,0.0
1982,38.06627,-78.47379529999998,R,Office Building,1925.0,3304.0,10.0,2.25,2224 BRANDYWINE DR,0,0.0,0.0
1983,38.0661484,-78.4750385,R,Office Building,1925.0,153.0,10.0,1.0,1949 MICHAEL PL,0,0.0,0.0
1984,,,R,Group Care Home,1925.0,2292.0,10.0,2.0,615 SHAMROCK RD,0,0.0,0.0
1985,38.03085,-78.508749,R,Office Building,0.0,,,,1707 JEFFERSON PARK AVE,0,0.0,0.0
1986,38.027868700000006,-78.5095765,R,Office Building,0.0,,,,109 KENT TER,0,0.0,0.0
1987,,,R,Office Building,0.0,,,,1623 MADISON AVE,0,0.0,0.0
1988,,,R,Office Building,0.0,,,,1623 MADISON AVE,0,0.0,0.0
1989,38.0414838,-78.49890129999999,R,Office Building,0.0,,,,1600 GRADY AVE,0,0.0,0.0
1990,,,R,Office Building,0.0,,,,1530 VIRGINIA AVE,0,0.0,0.0
1991,38.039485600000006,-78.5112352,R,Office Building,0.0,,,,131 CAMERON LN,0,0.0,0.0
1992,38.0404668,-78.50864440000001,R,Office Building,1881.0,5680.0,10.0,2.5,103 CRESAP RD,0,0.0,0.0
1993,,,R,Office Building,1881.0,831.0,10.0,1.0,1617 MADISON AVE,0,0.0,0.0
1994,,,R,Office Building,1946.0,4280.0,12.0,1.0,1328 LONG ST,0,0.0,0.0
1995,38.029407,-78.51144599999998,R,Office Building,1901.0,1496.0,12.0,2.0,111 CHELSEA DR,0,0.0,0.0
1996,,,R,Office Building,1920.0,8786.0,12.0,2.0,1600 GRADY AVE,0,0.0,0.0
1997,38.0414838,-78.49890129999999,R,Office,1946.0,2282.0,10.0,1.0,1600 GRADY AVE,0,0.0,0.0
1998,,,R,Office,1946.0,960.0,10.0,1.0,818 ST CLAIR AVE,0,0.0,0.0
1999,,,R,Office,1946.0,572.0,10.0,1.0,815 LOCUST AVE,0,0.0,0.0
2000,38.0142745,-78.47008829999999,R,Office,1946.0,1780.0,10.0,1.0,1000 LINDEN AVE,0,0.0,0.0
2001,,,R,Office,1946.0,568.0,10.0,1.0,1000 LINDEN AVE,0,0.0,0.0
2002,,,R,Office,1946.0,1279.0,10.0,1.0,1000 LINDEN AVE,0,0.0,0.0
2003,,,R,Office,1946.0,932.0,10.0,1.0,1000 LINDEN AVE,0,0.0,0.0
2004,,,R,Office,1946.0,1106.0,10.0,1.0,1000 MONTICELLO RD,0,0.0,0.0
2005,38.0140208,-78.4699995,R,Office,1946.0,1164.0,10.0,1.0,1002 LINDEN AVE,0,0.0,0.0
2006,38.0315766,-78.47008829999999,,Office,1946.0,1282.0,10.0,1.0,1100 HIGH ST,0,0.0,0.0
2007,,,R,Mortuary,1937.0,6198.0,12.0,2.0,112 HARMON ST,0,0.0,0.0
2008,,,R,Commercial,1958.0,3368.0,10.0,1.0,2426 ARLINGTON BLVD,0,0.0,0.0
2009,,,R,Office Building,1957.0,3640.0,12.0,2.0,2426 ARLINGTON BLVD,0,0.0,0.0
2010,,,R,Retail,0.0,1372.0,9.0,1.0,416 4TH ST,0,0.0,0.0
2011,38.0580855,-78.48258679999998,R,Parking Structure,0.0,,,,1627 ST ANNES RD,0,0.0,0.0
2012,,,R,Office Building,1920.0,4243.0,10.0,2.5,314 CARLTON RD,0,1.0,1.0
2013,,,R,Office Building,1920.0,9150.0,12.0,3.0,2221 CENTER AVE,0,0.0,0.0
2014,38.0250024,-78.511494,R,Office Building,1920.0,3492.0,12.0,2.0,2200 HILL ST,0,0.0,0.0
2015,38.0280387,-78.4691781,R,Restaurant,1926.0,1468.0,10.0,1.0,208 12TH ST,0,0.0,0.0
2016,,,C,Restaurant,1926.0,1225.0,10.0,1.0,965 2ND ST,0,0.0,0.0
2017,,,R,Office,1926.0,4389.0,10.0,1.0,110 LOCUST LANE CT,0,0.0,0.0
2018,38.02366870000001,-78.4600751,R,Office Building,1957.0,4448.0,12.0,2.0,1617 MARKET ST,0,0.0,0.0
2019,,,R,Office Building,1790.0,3558.0,12.0,2.0,1619 MARKET ST,0,0.0,0.0
2020,38.023416299999994,-78.4595866,R,Office Building,1790.0,1135.0,12.0,1.0,1701 MARKET ST,0,0.0,0.0
2021,38.017472999999995,-78.494457,R,Office Building,1800.0,2376.0,12.0,2.0,185 BROOKWOOD DR,0,0.0,0.0
2022,38.033272700000005,-78.46991070000001,R,Office Building,1920.0,3790.0,8.0,2.5,602 LOCUST AVE,0,0.0,0.0
2023,38.0174944,-78.48479549999998,R,Office Building,1920.0,324.0,8.0,1.0,612 PALATINE AVE,0,0.0,0.0
2024,38.0329864,-78.46866740000002,R,Office Building,1852.0,23565.0,12.0,3.0,604 GROVE AVE,0,0.0,0.0
2025,38.032855,-78.465338,R,Office Building,1920.0,6080.0,12.0,2.0,700 GILLESPIE AVE,0,0.0,0.0
2026,38.0328546,-78.4687784,R,Office Building,1920.0,101.0,12.0,1.0,600 GROVE AVE,0,0.0,0.0
2027,38.0326532,-78.46643619999998,R,Office,1925.0,1245.0,10.0,1.0,1310 POPLAR ST,0,0.0,0.0
2028,38.032583200000005,-78.4656258,R,Office,0.0,891.0,10.0,1.0,610 GILLESPIE AVE,0,0.0,0.0
2029,,,R,Apartments 1-10 units,1925.0,2940.0,8.0,2.0,701 LYONS COURT LN,0,0.0,0.0
2030,38.02321540000001,-78.4761046,R,Office Building,1925.0,2932.0,10.0,2.0,829 MONTICELLO AVE,0,0.0,0.0
2031,38.03664500000001,-78.46682700000002,R,Office Building,1925.0,196.0,10.0,1.0,850 LOCUST AVE,0,0.0,0.0
2032,38.01896900000001,-78.4827059,R,Bank,1974.0,8236.0,12.0,2.0,,0,0.0,0.0
2033,38.0369862,-78.472597,R,Bank,1974.0,397.0,12.0,1.0,710 LYONS COURT LN,0,0.0,0.0
2034,,,R,Office Building,1850.0,3952.0,12.0,2.0,712 LYONS COURT LN,0,0.0,0.0
2035,38.03004489999999,-78.46842319999998,R,Office Building,1850.0,867.0,12.0,3.0,1127 LITTLE HIGH ST,0,0.0,0.0
2036,38.030095200000005,-78.46975529999999,R,Office Building,1850.0,2265.0,12.0,1.0,1114 LITTLE HIGH ST,0,0.0,0.0
2037,38.0298741,-78.4679348,R,Office Building,1900.0,2774.0,12.0,2.0,1201 LITTLE HIGH ST,0,0.0,0.0
2038,38.029416499999996,-78.467846,R,Office Building,1900.0,154.0,12.0,1.0,1202 LITTLE HIGH ST,0,1.0,1.0
2039,38.029371600000005,-78.46770169999998,R,Office Building,1905.0,2768.0,10.0,2.0,1204 LITTLE HIGH ST,0,0.0,0.0
2040,38.0287531,-78.47268580000001,R,Office Building,1905.0,169.0,8.0,1.0,1009 MARKET ST,0,0.0,0.0
2041,38.0282239,-78.47252309999998,,Office Building,1954.0,5653.0,20.0,1.0,1014 MARKET ST,0,0.0,0.0
2042,38.0237589,-78.4849363,C,Office Building,1954.0,5268.0,12.0,3.0,219 ELLIOTT AVE,0,0.0,0.0
2043,,,R,Office Building,1954.0,23846.0,12.0,2.0,1510 MARKET ST,0,0.0,0.0
2044,38.031775700000004,-78.4628283,R,Office Building,1954.0,414.0,12.0,1.0,533 CAROLINE AVE,0,0.0,0.0
2045,38.031757,-78.463539,R,Office Building,1900.0,1898.0,10.0,1.5,534 MEADE AVE,0,0.0,0.0
2046,,,R,Apartments 1-10 units,1925.0,2820.0,10.0,1.0,135 BROOKWOOD DR,0,0.0,0.0
2047,38.018205,-78.495707,R,Apartments 11-20 Units,1967.0,49002.0,12.0,3.0,143 BROOKWOOD DR,0,0.0,0.0
2049,,,R,Office Building,1900.0,2112.0,10.0,2.0,527 CAROLINE AVE,0,0.0,0.0
2050,,,R,Office Building,1900.0,544.0,8.0,2.0,528 CAROLINE AVE,0,0.0,0.0
2051,,,R,Office Building,1910.0,3040.0,12.0,2.0,521 CAROLINE AVE,0,0.0,0.0
2052,38.02282659999999,-78.4781205,R,Group Care Home,1925.0,9183.0,10.0,2.5,803 RIALTO ST,0,0.0,0.0
2053,38.0586935,-78.4808997,R,Office Building,1900.0,3056.0,10.0,2.0,1719 MEADOWBROOK HEIGHTS RD,0,0.0,0.0
2054,,,R,Office Building,1900.0,25.0,10.0,1.0,1717 MEADOWBROOK HEIGHTS RD,0,0.0,0.0
2055,,,R,Office Building,1925.0,2512.0,12.0,2.5,1820 MEADOWBROOK HEIGHTS RD,0,0.0,0.0
2056,,,R,Commercial,1836.0,1608.0,10.0,2.0,1812 MEADOWBROOK HEIGHTS RD,0,0.0,0.0
2057,,,R,Commercial,1836.0,721.0,10.0,1.0,1808 MEADOWBROOK HEIGHTS RD,0,0.0,0.0
2058,,,R,Office Building,1909.0,2974.0,12.0,2.0,1626 MEADOWBROOK HEIGHTS RD,0,0.0,0.0
2059,38.063502899999996,-78.47612679999999,R,Office Building,1903.0,4522.0,10.0,2.0,1902 BRANDYWINE DR,0,0.0,0.0
2060,,,R,Office Building,1903.0,437.0,10.0,1.0,1649 BRANDYWINE DR,0,0.0,0.0
2061,,,R,Dormitory,1930.0,1034.0,10.0,1.0,1816 YORKTOWN DR,0,0.0,0.0
2062,,,R,Office Building,1924.0,2706.0,10.0,2.0,1650 BRANDYWINE DR,0,0.0,0.0
2063,,,R,Office Building,1924.0,237.0,10.0,1.0,1652 BRANDYWINE DR,0,0.0,0.0
2064,,,R,Office Building,1974.0,2766.0,8.0,2.0,2318 TARLETON DR,0,0.0,0.0
2065,,,R,Office Building,1903.0,17718.0,10.0,1.0,1825 YORKTOWN DR,0,0.0,0.0
2066,38.0463052,-78.46535940000001,R,Office Building,1905.0,5032.0,12.0,2.0,1034 COTTONWOOD RD,0,0.0,0.0
2067,38.046449200000005,-78.46269509999998,R,Office Building,1905.0,315.0,12.0,2.0,638 ELIZABETH AVE,0,0.0,0.0
2068,38.0666909,-78.46940010000002,R,Office Building,1960.0,1798.0,10.0,2.0,2407 HILLWOOD PL,0,0.0,0.0
2069,38.0664662,-78.4687784,R,Office Building,1920.0,3848.0,12.0,2.0,2305 GREENBRIER DR,0,0.0,0.0
2070,,,R,Office Building,1954.0,5486.0,8.0,2.0,2413 HILLWOOD PL,0,0.0,0.0
2071,38.0666265,-78.46669150000001,R,Office Building,1954.0,2790.0,8.0,3.0,2318 GREENBRIER DR,0,0.0,0.0
2072,38.0459237,-78.4656258,R,Office Building,1954.0,3463.0,8.0,2.0,1031 COTTONWOOD RD,0,0.0,0.0
2073,38.02758789999999,-78.51334920000001,R,Office Building,1900.0,2410.0,12.0,2.0,111 WASHINGTON AVE,0,0.0,0.0
2074,38.0266896,-78.48371620000002,R,Office Building,1920.0,2986.0,8.0,2.0,511 1ST ST,0,0.0,0.0
2075,,,R,Office Building,1953.0,50979.0,12.0,2.0,511 1ST ST,0,0.0,0.0
2076,,,R,Office Building,1911.0,2974.0,8.0,2.0,511 1ST ST,0,0.0,0.0
2077,,,R,Parking Structure,1975.0,83676.0,12.0,3.0,609 BEECHWOOD DR,0,0.0,0.0
2078,38.0661959,-78.47284069999998,R,Parking Structure,1975.0,34568.0,12.0,1.0,2503 HILLWOOD PL,0,0.0,0.0
2079,38.0660714,-78.47055399999998,R,Parking Structure,1975.0,62460.0,12.0,5.0,2415 BROOK RD,0,0.0,0.0
2080,38.066062,-78.4675796,R,Parking Structure,1975.0,1860.0,12.0,5.0,2319 TARLETON DR,0,1.0,1.0
2081,38.0660385,-78.4739285,R,Parking Structure,1975.0,1200.0,12.0,1.0,2222 BRANDYWINE DR,0,0.0,0.0
2082,38.0657953,-78.470443,R,Parking Structure,1975.0,1108.0,12.0,1.0,2413 BROOK RD,0,0.0,0.0
2083,38.065766700000005,-78.47241890000001,R,Parking Structure,0.0,1074.0,,,2500 HILLWOOD PL,0,0.0,0.0
2084,38.0282752,-78.490134,R,Commercial,0.0,,,,324 6TH ST,0,0.0,0.0
2085,38.0280057,-78.4907111,R,Commercial,0.0,,,,337 6TH ST,0,0.0,0.0
2086,38.0279557,-78.4893793,R,Commercial,0.0,,,,420 OAK ST,0,0.0,0.0
2087,,,R,Commercial,0.0,,,,1307 NUNLEY ST,0,0.0,0.0
2088,38.027484,-78.5015425,R,Commercial,0.0,,,,1303 NUNLEY ST,0,0.0,0.0
2090,38.0235213,-78.49075549999998,R,Neighborhood Shopping Ctr.,1977.0,30182.0,12.0,1.0,721 RIDGE ST,0,0.0,0.0
2091,38.0238289,-78.4909775,R,Dormitory,1920.0,36106.0,12.0,1.0,709 LAFAYETTE ST,0,0.0,0.0
2092,38.018227100000004,-78.48467339999998,R,Office Building,1924.0,65668.0,12.0,2.0,1505 EARLY ST,0,0.0,0.0
2093,38.02974879999999,-78.4887356,R,Office Building,1924.0,15282.0,20.0,1.0,215 5TH ST,0,0.0,0.0
2094,38.029967,-78.4883267,R,Storage Warehouse,1973.0,2403.0,12.0,1.0,211 5TH ST,0,0.0,0.0
2095,,,R,Service Repair Garage,1945.0,1938.0,12.0,1.0,503 BROWN ST,0,0.0,0.0
2096,,,R,Restaurant,1920.0,898.0,10.0,1.0,1801 WESTVIEW RD,0,0.0,0.0
2097,,,R,Retail Store,1984.0,9032.0,10.0,2.0,1549 RUGBY AVE,0,0.0,0.0
2098,38.0213023,-78.5107271,R,Retail Store,1920.0,3640.0,12.0,2.0,2306 CRESTMONT AVE,0,0.0,0.0
2099,38.021529,-78.5101748,R,Retail Store,1920.0,1170.0,12.0,1.0,2341 HIGHLAND AVE,0,0.0,0.0
2100,,,R,Restaurant,1962.0,500.0,12.0,1.0,1700 CHERRY AVE,0,1.0,1.0
2101,38.0207658,-78.50983939999998,R,Restaurant,1962.0,1856.0,12.0,1.0,1706 CHERRY AVE,0,0.0,0.0
2102,38.0192706,-78.5098095,R,Retail Store,1920.0,4980.0,12.0,1.0,310 CLEVELAND AVE,0,0.0,0.0
2103,38.019189000000004,-78.509683,R,Restaurant,1920.0,3820.0,12.0,2.0,312 CLEVELAND AVE,0,0.0,0.0
2104,38.018833,-78.50864200000001,R,Retail Store,1920.0,8692.0,12.0,2.0,332 CLEVELAND AVE,0,0.0,0.0
2105,38.0307158,-78.4814316,,Office Building,1920.0,1400.0,9.0,1.0,106 1ST ST,0,0.0,0.0
2106,,,,Mixed Retail w/Res Units,1819.0,2660.0,8.0,2.5,405 WATER ST,0,0.0,0.0
2107,38.0358368,-78.4943957,R,Office Building,1895.0,320.0,8.0,1.0,305 10 1/2 ST,0,0.0,0.0
2108,,,R,Barber Shop,1920.0,731.0,12.0,1.0,1368 HILLTOP RD,0,0.0,0.0
2109,38.0550338,-78.47441740000001,R,Retail Store,1920.0,2213.0,12.0,1.0,100 PETERSON PL,0,0.0,0.0
2110,,,R,Office Building,1949.0,0.0,0.0,1.0,1606 GROVE RD,0,0.0,0.0
2111,,,R,Office Building,1925.0,2360.0,10.0,2.0,1405 FOXBROOK LN,0,0.0,0.0
2112,,,R,Office Building,1925.0,1864.0,10.0,2.0,1610 JAMESTOWN DR,0,0.0,0.0
2113,,,R,Office Building,1925.0,2842.0,10.0,2.0,2105 TARLETON DR,0,0.0,0.0
2114,,,R,Restaurant,1900.0,2748.0,10.0,2.0,2424 SUNSET RD,0,0.0,0.0
2115,,,R,Restaurant,1900.0,1280.0,10.0,1.0,846 VILLAGE RD,0,0.0,0.0
2116,,,R,Hotel,1957.0,26271.0,9.0,4.0,801 ORANGEDALE AVE,0,1.0,1.0
2117,,,R,Office Building,1966.0,3105.0,12.0,3.0,801 HARDY DR,0,0.0,0.0
2118,38.018856799999995,-78.49298320000001,R,Office Building,1920.0,2012.0,8.0,2.0,903 RAYMOND RD,0,0.0,0.0
2119,,,R,Office Building,1962.0,14404.0,12.0,2.0,905 RAYMOND RD,0,0.0,0.0
2120,,,R,Office Building,1958.0,3766.0,10.0,1.7,118 WESTWOOD CIR,0,0.0,0.0
2121,,,R,Office,1920.0,2936.0,8.0,2.0,803 HILLCREST RD,0,0.0,0.0
2122,38.0164553,-78.5171661,R,Office,1920.0,400.0,8.0,1.0,2706 ETON RD,0,0.0,0.0
2123,38.016495,-78.51705799999998,R,Office Building,1960.0,7751.0,10.0,2.0,2704 ETON RD,0,0.0,0.0
2124,,,R,Office Building,1850.0,4232.0,10.0,2.0,2114 TARLETON DR,0,0.0,0.0
2125,,,R,Office Building,1850.0,720.0,10.0,1.0,509 13TH ST,0,0.0,0.0
2126,,,R,Office Building,1887.0,3418.0,10.0,2.0,511 12TH ST,0,0.0,0.0
2127,38.0392662,-78.4964821,R,Office Building,1895.0,2748.0,12.0,2.0,500 14TH ST,0,0.0,0.0
2128,38.023876,-78.45531299999998,R,Office Building,1895.0,969.0,12.0,1.0,300 RIVERSIDE AVE,0,0.0,0.0
2129,,,R,Apartments 1-10 units,1910.0,,,,112 CHISHOLM PL,0,0.0,0.0
2130,38.027322600000005,-78.46318389999998,R,Office Building,1910.0,2840.0,12.0,2.0,110 CHISHOLM PL,0,0.0,0.0
2131,38.02709189999999,-78.45550109999999,R,Office Building,1910.0,185.0,12.0,1.0,412 RIVERSIDE AVE,0,0.0,0.0
2132,,,R,Office Building,1900.0,1832.0,10.0,2.0,714 MCINTIRE RD,0,0.0,0.0
2133,,,R,Office Building,1900.0,473.0,10.0,1.0,1402 LESTER DR,0,0.0,0.0
2134,38.033303100000005,-78.4814123,,Office Building,1925.0,2520.0,10.0,2.0,212 HIGH ST,0,0.0,0.0
2135,38.0517708,-78.49651920000001,R,Apartments 11-20 Units,1971.0,10722.0,8.0,2.0,2007 HESSIAN RD,0,0.0,0.0
2136,,,R,Apartments 11-20 Units,1971.0,721.0,8.0,1.0,911 OLD FARM RD,0,0.0,0.0
2137,38.0464739,-78.4977916,R,Office Building,1900.0,2384.0,8.0,2.0,916 OLD FARM RD,0,0.0,0.0
2138,38.02108629999999,-78.48927619999998,R,Office Building,1948.0,1900.0,12.0,1.0,219 HARTMANS MILL RD,0,0.0,0.0
2139,38.0428802,-78.4587873,R,Mixed Retail w/Res Units,1960.0,8799.0,8.0,3.0,1011 PEARTREE LN,0,0.0,0.0
2140,38.0701091,-78.47179779999998,R,Office Building,1930.0,2466.0,12.0,2.0,2313 GLENN CT,0,0.0,0.0
2141,38.0694386,-78.473263,R,Office Building,1920.0,10220.0,12.0,1.0,2323 GLENN CT,0,0.0,0.0
2142,,,R,Office Building,1920.0,711.0,12.0,2.0,2244 BRANDYWINE DR,0,0.0,0.0
2143,38.0662843,-78.46900049999998,R,Office Building,1955.0,41650.0,12.0,5.0,2303 GREENBRIER DR,0,0.0,0.0
2144,38.016217,-78.49324150000001,R,Multiple Commercial Use,1920.0,7585.0,12.0,1.0,940 RAYMOND RD,0,0.0,0.0
2145,38.0382356,-78.51345440000001,R,Retail Store,1959.0,623.0,12.0,1.0,2000 LEWIS MOUNTAIN RD,0,0.0,0.0
2146,38.0605358,-78.48014490000001,R,Office Building,1920.0,4406.0,12.0,2.0,1704 KING MOUNTAIN RD,0,0.0,0.0
2147,38.0439281,-78.4862717,R,Retail Store,1920.0,1650.0,12.0,1.0,1218 AUGUSTA ST,0,0.0,0.0
2148,38.0376005,-78.49841719999998,R,Retail Store,1920.0,1260.0,12.0,1.0,7 UNIVERSITY CT,0,0.0,0.0
2149,38.037491700000004,-78.49815090000001,R,Retail Store,1920.0,3300.0,12.0,3.0,5 UNIVERSITY CT,0,1.0,1.0
2150,38.0370702,-78.5016716,R,Retail Store,1920.0,1260.0,12.0,1.0,128 MADISON LN,0,0.0,0.0
2151,38.035107200000006,-78.4915554,R,Retail Store,1920.0,3300.0,12.0,3.0,210 9TH ST,0,0.0,0.0
2152,38.0351824,-78.4928309,R,Retail Store,1920.0,1260.0,12.0,1.0,923 PAGE ST,0,0.0,0.0
2153,38.0411638,-78.4983465,R,Restaurant,1920.0,4755.0,12.0,3.0,600 PRESTON PL,0,0.0,0.0
2154,38.0218748,-78.490922,R,Mixed Retail w/Res Units,1992.0,5100.0,12.0,1.0,240 HARTMANS MILL RD,0,0.0,0.0
2155,,,R,Mixed Retail w/Res Units,1992.0,10200.0,12.0,2.0,230 HARTMANS MILL RD,0,1.0,1.0
2156,38.0315275,-78.47708759999998,,Restaurant,1920.0,4800.0,12.0,2.5,300 PARK ST,0,0.0,0.0
2157,38.026794,-78.454219,R,Restaurant,1920.0,240.0,12.0,1.0,364 RIVERSIDE AVE,0,0.0,0.0
2158,,,R,Retail Store,1920.0,5865.0,12.0,2.5,366 RIVERSIDE AVE,0,0.0,0.0
2159,38.0509805,-78.4849842,R,Retail Store,1920.0,1011.0,12.0,1.0,1620 DEL MAR DR,0,0.0,0.0
2160,,,R,Restaurant,1920.0,1654.0,10.0,2.0,1611 DEL MAR DR,0,0.0,0.0
2161,,,R,Restaurant,1920.0,1541.0,10.0,1.0,1618 DEL MAR DR,0,0.0,0.0
2162,,,R,Retail Store,1920.0,252.0,12.0,3.0,1392 AVON ST,0,0.0,0.0
2163,,,R,Office Building,1913.0,6516.0,12.0,2.0,515 11TH ST,0,0.0,0.0
2164,,,R,Office Building,1913.0,6516.0,12.0,2.0,513 11TH ST,0,0.0,0.0
2165,,,R,Retail Store,1920.0,2869.0,12.0,1.0,838 PAGE ST,0,0.0,0.0
2166,38.03429089999999,-78.4903116,R,Retail Store,1920.0,6392.0,12.0,2.0,805 PAGE ST,0,0.0,0.0
2167,38.0339732,-78.49040029999998,R,Retail Store,1922.0,4882.0,12.0,2.0,802 PAGE ST,0,0.0,0.0
2168,,,R,"Theaters, Cinema",1949.0,4158.0,12.0,1.0,112 10TH ST,0,0.0,0.0
2169,,,R,Office Building,1949.0,5034.0,12.0,2.0,1613 TRAILRIDGE RD,0,0.0,0.0
2170,,,R,Retail,1966.0,1200.0,12.0,1.0,708 SHAMROCK RD,0,0.0,0.0
2171,,,R,Dist. Warehouse,1959.0,1650.0,12.0,1.0,1506 WESTWOOD RD,0,0.0,0.0
2172,,,R,Retail Store,1954.0,8506.0,12.0,1.0,1611 HARDWOOD AVE,0,0.0,0.0
2173,,,R,Retail Store,1954.0,1680.0,12.0,1.0,1606 HARDWOOD AVE,0,0.0,0.0
2174,,,R,Retail Store,1954.0,4200.0,20.0,1.0,1602 HARDWOOD AVE,0,0.0,0.0
2175,38.017389,-78.513207,R,Retail Store,1954.0,4500.0,14.0,1.0,105 MONTE VISTA AVE,0,0.0,0.0
2176,,,R,Commercial,1985.0,5010.0,14.0,1.0,105 PARK LN,0,0.0,0.0
2177,38.042891600000004,-78.45643369999998,R,Convenience Market,1990.0,1480.0,12.0,1.0,1105 RIVER CT,0,0.0,0.0
2178,,,R,Convenience Market,1990.0,1518.0,12.0,3.0,1008 PEARTREE LN,0,0.0,0.0
2179,,,R,Storage Warehouse,1940.0,1400.0,12.0,1.0,1017 PEARTREE LN,0,0.0,0.0
2180,,,R,Storage Warehouse,1932.0,864.0,12.0,1.0,1644 ST ANNES RD,0,1.0,1.0
2181,,,R,Storage Warehouse,1932.0,630.0,12.0,1.0,1503 OXFORD RD,0,0.0,0.0
2182,,,R,Storage Warehouse,1932.0,1745.0,14.0,1.0,2321 GLENN CT,0,0.0,0.0
2183,38.069567,-78.471265,R,Office Building,1977.0,2693.0,12.0,1.0,2305 GLENN CT,0,0.0,0.0
2184,38.0690764,-78.4716646,R,Office Building,1977.0,960.0,12.0,1.0,2306 GLENN CT,0,0.0,0.0
2185,38.0690652,-78.472375,R,Office Building,1977.0,121.0,12.0,1.0,2248 BRANDYWINE DR,0,0.0,0.0
2186,38.068624,-78.47450570000001,R,Convenience Market,1937.0,384.0,12.0,1.0,2333 GLENN CT,0,0.0,0.0
2187,,,R,Convenience Market,1937.0,2484.0,8.0,1.0,2241 BRANDYWINE DR,0,0.0,0.0
2188,,,R,Storage Warehouse,1971.0,2562.0,12.0,1.0,100 MARIE PL,0,0.0,0.0
2190,38.016869899999996,-78.4767262,R,Mixed Retail w/Res Units,2017.0,17928.0,10.0,3.0,1014 DRUID AVE,0,0.0,0.0
2191,38.044038799999996,-78.4593646,R,Mixed Retail w/Res Units,2017.0,17928.0,10.0,3.0,1119 LOCUST AVE,0,0.0,0.0
2192,,,R,Storage Warehouse,1963.0,21594.0,20.0,1.0,916 HENRY AVE,0,0.0,0.0
