Match_addr,X,Y,IN_AlarmDa,FR_Cause_1
517 PARK ST,11489758.03,3900125.814,2010-04-28T00:00:00.000Z,Cause undetermined after investigation
405 GARRETT ST #A,11488341.25,3897705.839,2010-05-04T00:00:00.000Z,NULL
401 MCINTIRE RD,11487625.9,3900172.781,2010-05-05T00:00:00.000Z,NULL
2114 IVY RD #1,11479292.89,3903316.537,2010-05-05T00:00:00.000Z,NULL
2114 IVY RD #1,11479292.89,3903316.537,2010-05-05T00:00:00.000Z,Failure of equipment or heat source
5 UNIVERSITY CT,11483434.28,3901355.638,2010-05-06T00:00:00.000Z,NULL
309 AVON ST,11489423.54,3897479.465,2010-05-06T00:00:00.000Z,NULL
810 W MAIN ST,11485288.02,3899155.759,2010-05-08T00:00:00.000Z,NULL
206 E MARKET ST,11488635.63,3898996.163,2010-05-08T00:00:00.000Z,NULL
206 E MARKET ST,11488635.63,3898996.163,2010-05-08T00:00:00.000Z,Unintentional
1001 FOREST HILLS AVE #A,11484140.96,3896950.757,2010-05-09T00:00:00.000Z,NULL
611 RUGBY RD #101,11482910.79,3903213.222,2010-05-09T00:00:00.000Z,NULL
300 PRESTON AVE #100,11487575.37,3899729.698,2010-05-09T00:00:00.000Z,NULL
1116 JOHN ST #A,11484043.78,3900912.545,2010-05-10T00:00:00.000Z,NULL
500 1ST ST S #201,11487738.58,3897479.388,2010-05-09T00:00:00.000Z,NULL
500 1ST ST S #201,11487738.58,3897479.388,2010-05-09T00:00:00.000Z,Unintentional
516 ROUGEMONT AVE,11486676.61,3894033.261,2010-05-18T00:00:00.000Z,NULL
516 ROUGEMONT AVE,11486676.61,3894033.261,2010-05-18T00:00:00.000Z,Unintentional
100 MEADE AVE #A,11492249.65,3896256.782,2010-05-21T00:00:00.000Z,NULL
235 MONTE VISTA AVE,11478669.02,3892806.453,2010-05-28T00:00:00.000Z,NULL
2426 ARLINGTON BLVD #G1,11480632.82,3905890.639,2010-05-28T00:00:00.000Z,NULL
1200 FOREST ST,11487828.06,3902457.577,2010-06-02T00:00:00.000Z,NULL
1200 FOREST ST,11487828.06,3902457.577,2010-06-02T00:00:00.000Z,Intentional
1204 CARLTON AVE #1,11491146.06,3896145.563,2010-06-05T00:00:00.000Z,NULL
1204 CARLTON AVE #1,11491146.06,3896145.563,2010-06-05T00:00:00.000Z,Unintentional
511 ROCKLAND AVE,11487106.19,3894801.295,2010-06-09T00:00:00.000Z,NULL
800 ROCKLAND AVE,11488088.27,3893988.389,2010-06-14T00:00:00.000Z,NULL
710 PARK ST,11490266.6,3901423.806,2010-06-16T00:00:00.000Z,NULL
1801 HYDRAULIC RD,11485874.37,3909883.8,2010-06-17T00:00:00.000Z,NULL
1801 HYDRAULIC RD,11485874.37,3909883.8,2010-06-17T00:00:00.000Z,Intentional
1705 EMMET ST N,11484529.78,3909235.166,2010-06-21T00:00:00.000Z,NULL
101 ANTOINETTE CT #A,11482990.15,3895171.846,2010-06-21T00:00:00.000Z,NULL
975 EMMET ST N,11481788.93,3905895.742,2003-01-15T00:00:00.000Z,NULL
975 EMMET ST N,11481788.93,3905895.742,2004-06-05T00:00:00.000Z,NULL
975 EMMET ST N,11481788.93,3905895.742,2003-01-15T00:00:00.000Z,NULL
1600 RICKY RD,11482315.59,3909641.5,2010-06-26T00:00:00.000Z,NULL
608 WATSON AVE,11491483.66,3902284.37,2010-06-25T00:00:00.000Z,Act of nature
2710 ETON RD,11477854.03,3893593.08,2010-06-28T00:00:00.000Z,NULL
2710 ETON RD,11477854.03,3893593.08,2010-06-28T00:00:00.000Z,Unintentional
108 2ND ST SW,11488025.94,3898859.201,2010-06-29T00:00:00.000Z,Unintentional
2114 ANGUS RD #101,11484297.32,3909465.327,2010-07-01T00:00:00.000Z,NULL
407 PATON ST #A,11482219.02,3897635.775,2010-07-01T00:00:00.000Z,NULL
320 FAIRWAY AVE #A,11493905.71,3897683.773,2010-07-01T00:00:00.000Z,NULL
407 PATON ST #A,11482219.02,3897635.775,2010-07-01T00:00:00.000Z,Unintentional
320 FAIRWAY AVE #A,11493905.71,3897683.773,2010-07-01T00:00:00.000Z,Unintentional
513 DICE ST,11486019.1,3898348.858,2010-07-04T00:00:00.000Z,NULL
10 UNIVERSITY CIR #1,11482551.79,3903011.009,2010-07-04T00:00:00.000Z,NULL
513 DICE ST,11486019.1,3898348.858,2010-07-04T00:00:00.000Z,Intentional
200 W SOUTH ST,11487799.74,3898408.073,2010-07-05T00:00:00.000Z,NULL
200 W SOUTH ST,11487799.74,3898408.073,2010-07-05T00:00:00.000Z,Unintentional
1705 EMMET ST N,11484529.78,3909235.166,2010-07-08T00:00:00.000Z,NULL
1600 EMMET ST N,11484612.13,3908787.77,2010-07-09T00:00:00.000Z,NULL
1600 EMMET ST N,11484612.13,3908787.77,2010-07-09T00:00:00.000Z,Unintentional
218 PALATINE AVE,11488730.65,3893203.985,2010-07-15T00:00:00.000Z,NULL
917 PRESTON AVE #A,11485849.75,3901662.76,2010-07-16T00:00:00.000Z,NULL
917 PRESTON AVE #A,11485849.75,3901662.76,2010-07-16T00:00:00.000Z,Failure of equipment or heat source
310 AVON ST #1,11489190.62,3897716.972,2010-07-20T00:00:00.000Z,NULL
820 W MAIN ST,11485244.68,3899168.823,2010-07-27T00:00:00.000Z,NULL
820 W MAIN ST,11485244.68,3899168.823,2010-07-27T00:00:00.000Z,Unintentional
310 AVON ST #1,11489190.62,3897716.972,2010-07-20T00:00:00.000Z,Failure of equipment or heat source
221 CARLTON RD #11,11491479.94,3896110.976,2010-07-28T00:00:00.000Z,NULL
1218 HOLMES AVE #A,11494228.22,3904959.412,2010-07-30T00:00:00.000Z,NULL
1218 HOLMES AVE #A,11494228.22,3904959.412,2010-07-30T00:00:00.000Z,Intentional
1013 DRUID AVE,11489653.38,3893923.4,2010-08-01T00:00:00.000Z,NULL
1013 DRUID AVE,11489653.38,3893923.4,2010-08-01T00:00:00.000Z,Unintentional
114 BLINCOE LN,11487612.14,3893545.196,2010-08-09T00:00:00.000Z,NULL
1029 PRESTON AVE #A,11485002.04,3902763.481,2010-08-01T00:00:00.000Z,NULL
114 BLINCOE LN,11487612.14,3893545.196,2010-08-09T00:00:00.000Z,Unintentional
804 RAYMOND RD,11485010.63,3894972.317,2010-08-15T00:00:00.000Z,NULL
107 LEIGH PL,11483640.32,3892972.349,2010-08-19T00:00:00.000Z,NULL
107 LEIGH PL,11483640.32,3892972.349,2010-08-19T00:00:00.000Z,Failure of equipment or heat source
2430 ARLINGTON BLVD #E1,11480508.77,3906041.597,2010-08-19T00:00:00.000Z,NULL
2430 ARLINGTON BLVD #E1,11480508.77,3906041.597,2010-08-19T00:00:00.000Z,Cause undetermined after investigation
941 EMMET ST N,11481750.44,3905397.272,2010-08-22T00:00:00.000Z,NULL
100 OAKHURST CIR,11480953.59,3899281.273,2010-08-24T00:00:00.000Z,NULL
100 OAKHURST CIR,11480953.59,3899281.273,2010-08-24T00:00:00.000Z,Unintentional
459 LOCUST AVE,11491135.52,3899421.42,2010-08-28T00:00:00.000Z,NULL
459 LOCUST AVE,11491135.52,3899421.42,2010-08-28T00:00:00.000Z,Failure of equipment or heat source
726 PROSPECT AVE #A,11484323.83,3896169.67,2010-09-02T00:00:00.000Z,NULL
230 HARTMANS MILL RD,11485712.42,3895451.41,2010-09-02T00:00:00.000Z,NULL
726 PROSPECT AVE #A,11484323.83,3896169.67,2010-09-02T00:00:00.000Z,Unintentional
408 GARRETT ST #A,11488484.64,3897844.432,2010-09-03T00:00:00.000Z,NULL
408 GARRETT ST #A,11488484.64,3897844.432,2010-09-03T00:00:00.000Z,Unintentional
224 14TH ST NW #101,11483444.65,3900689.131,2010-09-05T00:00:00.000Z,NULL
235 MONTE VISTA AVE,11478669.02,3892806.453,2010-09-05T00:00:00.000Z,NULL
803 PROSPECT AVE,11483745.57,3895434.496,2010-09-06T00:00:00.000Z,NULL
224 14TH ST NW #101,11483444.65,3900689.131,2010-09-05T00:00:00.000Z,Unintentional
803 PROSPECT AVE,11483745.57,3895434.496,2010-09-06T00:00:00.000Z,Cause under investigation
1159 EMMET ST N,11482781.82,3907015.207,2010-09-07T00:00:00.000Z,NULL
1159 EMMET ST N,11482781.82,3907015.207,2010-09-07T00:00:00.000Z,Unintentional
510 15TH ST NW #12,11483682.27,3902215.612,2010-09-08T00:00:00.000Z,NULL
2150 WISE ST,11482097.55,3906422.304,2010-09-09T00:00:00.000Z,NULL
1600 EMMET ST N,11484612.13,3908787.77,2010-09-10T00:00:00.000Z,NULL
328 8TH ST NW,11485938.92,3900365.125,2010-09-10T00:00:00.000Z,NULL
513 HARRIS RD,11482321.57,3893163.282,2010-09-11T00:00:00.000Z,NULL
513 HARRIS RD,11482321.57,3893163.282,2010-09-11T00:00:00.000Z,Unintentional
1150 5TH ST SW,11482370.92,3892146.321,2010-09-13T00:00:00.000Z,NULL
205 SPRIGG LN,11480511.73,3901882.217,2010-09-14T00:00:00.000Z,NULL
205 SPRIGG LN,11480511.73,3901882.217,2010-09-14T00:00:00.000Z,Unintentional
1139 E HIGH ST,11492387.81,3899390.454,2010-09-19T00:00:00.000Z,NULL
916 1ST ST S #A,11487057.62,3895723.059,2010-09-20T00:00:00.000Z,NULL
916 1ST ST S #A,11487057.62,3895723.059,2010-09-20T00:00:00.000Z,Cause under investigation
301 15TH ST NW #1002,11483057.06,3901138.961,2010-09-12T00:00:00.000Z,NULL
1011 ST CLAIR AVE,11494064.32,3902235.056,2010-09-23T00:00:00.000Z,NULL
300 RIDGE ST,11487013.34,3898034.819,2010-09-24T00:00:00.000Z,NULL
114 HARTMANS MILL RD,11486274.99,3894740.476,2010-10-02T00:00:00.000Z,NULL
114 HARTMANS MILL RD,11486274.99,3894740.476,2010-10-02T00:00:00.000Z,Unintentional
1115 PAGE ST,11484198.07,3900849.542,2010-10-05T00:00:00.000Z,NULL
1115 PAGE ST,11484198.07,3900849.542,2010-10-05T00:00:00.000Z,Unintentional
900 ROCKLAND AVE,11488543.11,3893693.767,2010-10-09T00:00:00.000Z,NULL
900 1ST ST S #A,11487046.9,3896057.29,2010-10-10T00:00:00.000Z,NULL
900 1ST ST S #A,11487046.9,3896057.29,2010-10-10T00:00:00.000Z,Unintentional
1419 SHORT 18TH ST #A,11494204.49,3897254.789,2010-10-31T00:00:00.000Z,NULL
1419 SHORT 18TH ST #A,11494204.49,3897254.789,2010-10-31T00:00:00.000Z,Cause undetermined after investigation
922 1ST ST S #A,11486977.61,3895551.614,2010-11-01T00:00:00.000Z,NULL
922 1ST ST S #A,11486977.61,3895551.614,2010-11-01T00:00:00.000Z,Intentional
1414 CHERRY AVE,11482274.59,3896593.604,2010-10-31T00:00:00.000Z,NULL
715 ELLIOTT AVE,11488626.3,3895273.329,2010-11-06T00:00:00.000Z,NULL
313 2ND ST SE #101,11488355.2,3898147.695,2010-11-10T00:00:00.000Z,NULL
110 STADIUM RD #20,11480253.5,3899206.586,2010-11-13T00:00:00.000Z,NULL
110 STADIUM RD #20,11480253.5,3899206.586,2010-11-13T00:00:00.000Z,Unintentional
2102 ARLINGTON BLVD #1,11481049.24,3905587.812,2010-11-18T00:00:00.000Z,NULL
1400 MONTICELLO RD,11490799.05,3894760.798,2010-11-14T00:00:00.000Z,NULL
1400 MONTICELLO RD,11490799.05,3894760.798,2010-11-14T00:00:00.000Z,Unintentional
2102 ARLINGTON BLVD #1,11481049.24,3905587.812,2010-11-18T00:00:00.000Z,Unintentional
1608 GROVE RD,11488167.41,3907726.642,2010-11-21T00:00:00.000Z,NULL
1608 GROVE RD,11488167.41,3907726.642,2010-11-21T00:00:00.000Z,Failure of equipment or heat source
1635 MERIDIAN ST #A,11488126.27,3892314.105,2010-11-24T00:00:00.000Z,NULL
1635 MERIDIAN ST #A,11488126.27,3892314.105,2010-11-24T00:00:00.000Z,Unintentional
1710 MONTICELLO RD,11490502.26,3892683.441,2010-11-26T00:00:00.000Z,NULL
1422 CHERRY AVE,11482090.03,3896460.046,2010-11-27T00:00:00.000Z,NULL
1422 CHERRY AVE,11482090.03,3896460.046,2010-11-27T00:00:00.000Z,Unintentional
1136 E HIGH ST,11492376.02,3899262.653,2010-11-30T00:00:00.000Z,NULL
764 PROSPECT AVE #A,11484591.78,3896110.891,2010-11-30T00:00:00.000Z,NULL
764 PROSPECT AVE #A,11484591.78,3896110.891,2010-11-30T00:00:00.000Z,Unintentional
1136 E HIGH ST,11492376.02,3899262.653,2010-11-30T00:00:00.000Z,Unintentional
123 E MAIN ST,11488434.01,3898886.197,2010-12-03T00:00:00.000Z,NULL
1417 EMMET ST N #A,11483860.95,3908201.919,2010-12-04T00:00:00.000Z,NULL
1025 5TH ST SW,11484142.74,3894808.887,2010-12-04T00:00:00.000Z,NULL
1035 EMMET ST N,11482227.05,3906384.734,2010-12-14T00:00:00.000Z,NULL
2227 BANBURY ST,11492395.21,3910436.457,2010-12-14T00:00:00.000Z,NULL
1705 YORKTOWN DR,11489380.39,3908758.316,2010-12-19T00:00:00.000Z,NULL
1112 PARK ST,11491560.96,3903359.795,2010-12-20T00:00:00.000Z,NULL
1112 PARK ST,11491560.96,3903359.795,2010-12-20T00:00:00.000Z,Unintentional
507 ROUGEMONT AVE,11486497.12,3894271.541,2010-12-20T00:00:00.000Z,NULL
507 ROUGEMONT AVE,11486497.12,3894271.541,2010-12-20T00:00:00.000Z,Cause under investigation
1016 CHERRY AVE,11483423.15,3897878.138,2010-12-22T00:00:00.000Z,NULL
1339 HILLTOP RD,11485660.29,3906678.883,2010-12-27T00:00:00.000Z,NULL
2161 BARRACKS RD,11482182.44,3908257.337,2010-12-31T00:00:00.000Z,NULL
2161 BARRACKS RD,11482182.44,3908257.337,2010-12-31T00:00:00.000Z,Unintentional
807 BOLLING AVE,11489410.2,3895948.599,2011-01-01T00:00:00.000Z,NULL
612 GILLESPIE AVE,11492815.02,3899595.029,2011-01-06T00:00:00.000Z,NULL
612 GILLESPIE AVE,11492815.02,3899595.029,2011-01-06T00:00:00.000Z,Cause under investigation
1410 VINE ST #A,11492233.31,3894725.772,2011-01-08T00:00:00.000Z,NULL
768 PROSPECT AVE #A,11484583.11,3896096.156,2011-01-09T00:00:00.000Z,NULL
1410 VINE ST #A,11492233.31,3894725.772,2011-01-08T00:00:00.000Z,Unintentional
768 PROSPECT AVE #A,11484583.11,3896096.156,2011-01-09T00:00:00.000Z,Unintentional
2211 WAYNE AVE,11483517.82,3909161.98,2011-01-10T00:00:00.000Z,NULL
2211 WAYNE AVE,11483517.82,3909161.98,2011-01-10T00:00:00.000Z,Unintentional
1309 W MAIN ST,11483347.21,3899963.249,2011-01-11T00:00:00.000Z,NULL
1309 W MAIN ST,11483347.21,3899963.249,2011-01-11T00:00:00.000Z,Cause under investigation
401 MCINTIRE RD,11487625.9,3900172.781,2011-01-13T00:00:00.000Z,NULL
401 MCINTIRE RD,11487625.9,3900172.781,2011-01-13T00:00:00.000Z,Failure of equipment or heat source
1801 HYDRAULIC RD,11485874.37,3909883.8,2011-01-14T00:00:00.000Z,NULL
1801 HYDRAULIC RD,11485874.37,3909883.8,2011-01-14T00:00:00.000Z,Failure of equipment or heat source
1857 WESTVIEW RD,11483196.82,3905481.604,2011-01-16T00:00:00.000Z,NULL
1857 WESTVIEW RD,11483196.82,3905481.604,2011-01-16T00:00:00.000Z,Unintentional
105 WESTERLY AVE #A,11476409.59,3897054.13,2011-01-21T00:00:00.000Z,NULL
924 1ST ST S #A,11486932.91,3895486.486,2011-01-22T00:00:00.000Z,NULL
400 MONROE LN,11482145.17,3899259.167,2011-01-24T00:00:00.000Z,NULL
2201 ANGUS RD #1,11483758.49,3909604.934,2011-01-23T00:00:00.000Z,NULL
400 MONROE LN,11482145.17,3899259.167,2011-01-24T00:00:00.000Z,Failure of equipment or heat source
131 CAMERON LN #1,11479679.62,3902055.14,2011-01-26T00:00:00.000Z,NULL
131 CAMERON LN #1,11479679.62,3902055.14,2011-01-26T00:00:00.000Z,Cause undetermined after investigation
1625 MERIDIAN ST #A,11487895.33,3892294.852,2011-02-04T00:00:00.000Z,NULL
1625 MERIDIAN ST #A,11487895.33,3892294.852,2011-02-04T00:00:00.000Z,Cause under investigation
114 ROBERTSON AVE,11478993.54,3896509.685,2011-02-04T00:00:00.000Z,NULL
828 CHERRY AVE,11484518.74,3898066.675,2011-02-05T00:00:00.000Z,NULL
828 CHERRY AVE,11484518.74,3898066.675,2011-02-05T00:00:00.000Z,Unintentional
509 HARRIS RD #A,11482157.72,3893147.216,2011-02-09T00:00:00.000Z,NULL
509 HARRIS RD #A,11482157.72,3893147.216,2011-02-09T00:00:00.000Z,Cause under investigation
800 PRESTON AVE,11486219.96,3900945.233,2011-02-10T00:00:00.000Z,NULL
800 PRESTON AVE,11486219.96,3900945.233,2011-02-10T00:00:00.000Z,Cause under investigation
608 WINE CELLAR CIR,11489437.12,3900668.773,2011-02-14T00:00:00.000Z,NULL
800 CYNTHIANNA AVE,11487436.97,3902108.303,2011-02-13T00:00:00.000Z,NULL
1150 5TH ST SW,11482370.92,3892146.321,2011-02-14T00:00:00.000Z,NULL
1522 BROAD AVE #A,11481406.17,3896852.438,2011-02-14T00:00:00.000Z,NULL
1522 BROAD AVE #A,11481406.17,3896852.438,2011-02-14T00:00:00.000Z,Unintentional
520 CAROLINE AVE,11493585.64,3898929.655,2011-02-14T00:00:00.000Z,NULL
1833 FENDALL AVE,11482958.1,3904193.767,2011-02-15T00:00:00.000Z,NULL
1833 FENDALL AVE,11482958.1,3904193.767,2011-02-15T00:00:00.000Z,Intentional
1185 SEMINOLE TRL,11487192.08,3912634.412,2011-02-17T00:00:00.000Z,NULL
1311 ROSE HILL DR,11487611.77,3905128.804,2011-02-19T00:00:00.000Z,NULL
811 VILLAGE RD,11482770.05,3894132.26,2011-02-19T00:00:00.000Z,NULL
313 2ND ST SE #101,11488355.2,3898147.695,2011-02-20T00:00:00.000Z,NULL
106 ERIC PL,11482299.85,3894382.13,2011-02-26T00:00:00.000Z,NULL
1621 MEADOWBROOK HEIGHTS RD,11488149.01,3908511.92,2011-02-25T00:00:00.000Z,NULL
1600 6TH ST SE #23,11486800.1,3893789.929,2011-02-20T00:00:00.000Z,NULL
603 13TH ST NW,11484313.57,3902320.064,2011-03-03T00:00:00.000Z,NULL
603 13TH ST NW,11484313.57,3902320.064,2011-03-03T00:00:00.000Z,Failure of equipment or heat source
760 PROSPECT AVE #A,11484697.35,3896286.348,2011-03-07T00:00:00.000Z,NULL
760 PROSPECT AVE #A,11484697.35,3896286.348,2011-03-07T00:00:00.000Z,Unintentional
300 PRESTON AVE #100,11487575.37,3899729.698,2011-03-09T00:00:00.000Z,NULL
1109 HOLMES AVE,11493866.25,3904185.159,2011-03-09T00:00:00.000Z,NULL
300 PRESTON AVE #100,11487575.37,3899729.698,2011-03-09T00:00:00.000Z,Unintentional
1109 HOLMES AVE,11493866.25,3904185.159,2011-03-09T00:00:00.000Z,Unintentional
1000 BIRDWOOD RD,11489287.25,3903308.699,2011-03-10T00:00:00.000Z,NULL
1000 BIRDWOOD RD,11489287.25,3903308.699,2011-03-10T00:00:00.000Z,Unintentional
100 TRIPPER CT,11487253.67,3902805.149,2011-03-11T00:00:00.000Z,NULL
824 HARDY DR,11485083.26,3899905.415,2011-03-16T00:00:00.000Z,NULL
1317 E MARKET ST #A,11492720.86,3897126.77,2011-03-16T00:00:00.000Z,NULL
200 W SOUTH ST,11487799.74,3898408.073,2011-03-17T00:00:00.000Z,NULL
515 STEWART ST,11493018.26,3899161.363,2011-03-18T00:00:00.000Z,NULL
515 STEWART ST,11493018.26,3899161.363,2011-03-18T00:00:00.000Z,Failure of equipment or heat source
1536 RUGBY RD,11485798.07,3907912.835,2011-03-23T00:00:00.000Z,NULL
1536 RUGBY RD,11485798.07,3907912.835,2011-03-23T00:00:00.000Z,Unintentional
1920 SWANSON DR #1,11484882.97,3910699.901,2011-03-26T00:00:00.000Z,NULL
1920 SWANSON DR #1,11484882.97,3910699.901,2011-03-26T00:00:00.000Z,Unintentional
1521 OXFORD RD,11487141.07,3904939.301,2011-03-27T00:00:00.000Z,NULL
1521 OXFORD RD,11487141.07,3904939.301,2011-03-27T00:00:00.000Z,Intentional
832 CHERRY AVE,11484403.42,3898097.886,2011-03-28T00:00:00.000Z,NULL
832 CHERRY AVE,11484403.42,3898097.886,2011-03-28T00:00:00.000Z,Unintentional
1518 ROSA TER,11486870.14,3894523.536,2011-04-04T00:00:00.000Z,NULL
526 MEADE AVE,11493280.32,3899063.905,2011-03-29T00:00:00.000Z,NULL
1518 ROSA TER,11486870.14,3894523.536,2011-04-04T00:00:00.000Z,Cause under investigation
1150 5TH ST SW,11482370.92,3892146.321,2011-04-04T00:00:00.000Z,NULL
200 W SOUTH ST,11487799.74,3898408.073,2011-04-05T00:00:00.000Z,NULL
1150 RIVER RD,11495411.84,3901525.078,2011-04-05T00:00:00.000Z,NULL
421 MOSELEY DR #A,11480832.61,3894164.699,2011-04-05T00:00:00.000Z,NULL
1150 RIVER RD,11495411.84,3901525.078,2011-04-05T00:00:00.000Z,Cause under investigation
421 MOSELEY DR #A,11480832.61,3894164.699,2011-04-05T00:00:00.000Z,Cause undetermined after investigation
1423 KENWOOD LN,11490448.26,3907999.538,2011-04-09T00:00:00.000Z,NULL
300 4TH ST SE #1,11488814.09,3898135.063,2011-04-05T00:00:00.000Z,NULL
408 GARRETT ST #A,11488484.64,3897844.432,2011-04-13T00:00:00.000Z,NULL
408 GARRETT ST #A,11488484.64,3897844.432,2011-04-13T00:00:00.000Z,Failure of equipment or heat source
515 E WATER ST,11489170.17,3898248.447,2011-04-17T00:00:00.000Z,NULL
308 6TH ST SW #A,11485886.27,3898221.108,2011-04-23T00:00:00.000Z,Cause undetermined after investigation
515 E WATER ST,11489170.17,3898248.447,2011-04-17T00:00:00.000Z,Unintentional
415 GARRETT ST #A,11488477.81,3897580.329,2011-04-26T00:00:00.000Z,NULL
415 GARRETT ST #A,11488477.81,3897580.329,2011-04-26T00:00:00.000Z,Failure of equipment or heat source
766 PROSPECT AVE #A,11484587.45,3896103.524,2011-04-30T00:00:00.000Z,NULL
766 PROSPECT AVE #A,11484587.45,3896103.524,2011-04-30T00:00:00.000Z,Unintentional
1500 MERIDIAN ST,11488353,3893337.219,2011-05-01T00:00:00.000Z,NULL
1500 MERIDIAN ST,11488353,3893337.219,2011-05-01T00:00:00.000Z,Cause under investigation
1317 CARLTON AVE #100,11492238.36,3895710.863,2007-03-01T00:00:00.000Z,NULL
1400 MONTICELLO RD,11490799.05,3894760.798,2011-05-04T00:00:00.000Z,NULL
1400 MONTICELLO RD,11490799.05,3894760.798,2011-05-04T00:00:00.000Z,Cause under investigation
524 E MAIN ST,11489254.25,3898390.024,2011-05-06T00:00:00.000Z,NULL
1215 LEE ST,11483404.36,3899020.127,2011-05-06T00:00:00.000Z,NULL
1215 LEE ST,11483404.36,3899020.127,2011-05-06T00:00:00.000Z,Unintentional
524 E MAIN ST,11489254.25,3898390.024,2011-05-06T00:00:00.000Z,Unintentional
413 5TH ST SW #A,11485842.66,3897795.47,2011-05-06T00:00:00.000Z,NULL
413 5TH ST SW #A,11485842.66,3897795.47,2011-05-06T00:00:00.000Z,Unintentional
106 RIVERBLUFF CIR,11495560.48,3897896.182,2011-05-08T00:00:00.000Z,NULL
106 RIVERBLUFF CIR,11495560.48,3897896.182,2011-05-08T00:00:00.000Z,Unintentional
1215 LEE ST,11483404.36,3899020.127,2011-05-09T00:00:00.000Z,Failure of equipment or heat source
1215 LEE ST,11483404.36,3899020.127,2011-05-09T00:00:00.000Z,NULL
212 HARRIS RD,11481028.94,3893493.539,2011-05-09T00:00:00.000Z,NULL
212 HARRIS RD,11481028.94,3893493.539,2011-05-09T00:00:00.000Z,Unintentional
810 HARRIS ST,11487876.28,3901226.639,2011-05-14T00:00:00.000Z,NULL
810 HARRIS ST,11487876.28,3901226.639,2011-05-14T00:00:00.000Z,Act of nature
2209 WAYNE AVE,11483554.34,3909257.541,2011-05-20T00:00:00.000Z,NULL
934 CHARLTON AVE,11485878.65,3902051.605,2011-05-27T00:00:00.000Z,NULL
934 CHARLTON AVE,11485878.65,3902051.605,2011-05-27T00:00:00.000Z,Cause under investigation
420 E MAIN ST #1,11489041.36,3898505.282,2011-05-29T00:00:00.000Z,NULL
420 E MAIN ST #1,11489041.36,3898505.282,2011-05-29T00:00:00.000Z,Cause under investigation
1215 LEE ST,11483404.36,3899020.127,2011-05-30T00:00:00.000Z,NULL
701 E WATER ST,11490128.81,3898166.758,2011-06-02T00:00:00.000Z,NULL
2513 HILLWOOD PL,11490429.31,3911351.024,2011-06-02T00:00:00.000Z,NULL
701 E WATER ST,11490128.81,3898166.758,2011-06-02T00:00:00.000Z,Failure of equipment or heat source
2513 HILLWOOD PL,11490429.31,3911351.024,2011-06-02T00:00:00.000Z,Cause under investigation
301 15TH ST NW #1002,11483057.06,3901138.961,2011-05-30T00:00:00.000Z,NULL
315 CAROLINE AVE,11492955.89,3898003.418,2011-06-06T00:00:00.000Z,NULL
500 1ST ST S #201,11487738.58,3897479.388,2011-06-04T00:00:00.000Z,NULL
315 CAROLINE AVE,11492955.89,3898003.418,2011-06-06T00:00:00.000Z,Unintentional
500 1ST ST S #201,11487738.58,3897479.388,2011-06-04T00:00:00.000Z,Unintentional
204 DOUGLAS AVE,11490548.1,3897437.063,2011-06-18T00:00:00.000Z,NULL
204 DOUGLAS AVE,11490548.1,3897437.063,2011-06-18T00:00:00.000Z,Cause undetermined after investigation
128 CHANCELLOR ST,11482689.44,3901114.722,2011-06-26T00:00:00.000Z,NULL
128 CHANCELLOR ST,11482689.44,3901114.722,2011-06-26T00:00:00.000Z,Unintentional
1797 HYDRAULIC RD,11485941.32,3909408.857,2011-06-30T00:00:00.000Z,NULL
416 W MAIN ST #A,11486585.71,3898783.573,2011-07-02T00:00:00.000Z,NULL
413 GARRETT ST #A,11488480.09,3897657.321,2011-07-04T00:00:00.000Z,NULL
316 E MAIN ST,11488785.6,3898556.683,2011-07-08T00:00:00.000Z,NULL
316 E MAIN ST,11488785.6,3898556.683,2011-07-08T00:00:00.000Z,Failure of equipment or heat source
110 HOWARD DR #A,11484613.73,3905045.229,2011-07-09T00:00:00.000Z,NULL
110 HOWARD DR #A,11484613.73,3905045.229,2011-07-09T00:00:00.000Z,Unintentional
810 W MAIN ST,11485288.02,3899155.759,2011-07-22T00:00:00.000Z,NULL
409 DICE ST,11486370.04,3898150.311,2011-07-24T00:00:00.000Z,NULL
409 DICE ST,11486370.04,3898150.311,2011-07-24T00:00:00.000Z,Unintentional
2035 INDIA RD,11486249.58,3910467.62,2011-07-25T00:00:00.000Z,NULL
2035 INDIA RD,11486249.58,3910467.62,2011-07-25T00:00:00.000Z,Cause undetermined after investigation
930 1ST ST S #A,11486788.84,3895487.022,2011-07-27T00:00:00.000Z,NULL
930 1ST ST S #A,11486788.84,3895487.022,2011-07-27T00:00:00.000Z,Cause under investigation
810 W MAIN ST,11485288.02,3899155.759,2011-07-29T00:00:00.000Z,NULL
740 PROSPECT AVE #A,11484394.38,3896105.077,2011-08-08T00:00:00.000Z,NULL
740 PROSPECT AVE #A,11484394.38,3896105.077,2011-08-08T00:00:00.000Z,Unintentional
928 1ST ST S #A,11486838.84,3895466.316,2011-08-09T00:00:00.000Z,NULL
928 1ST ST S #A,11486838.84,3895466.316,2011-08-09T00:00:00.000Z,Cause under investigation
810 W MAIN ST,11485288.02,3899155.759,2011-08-10T00:00:00.000Z,NULL
1634 CHERRY AVE,11480515.63,3895628.173,2011-08-12T00:00:00.000Z,NULL
1100 AVON ST,11488303.64,3895363.538,2011-08-22T00:00:00.000Z,NULL
1100 AVON ST,11488303.64,3895363.538,2011-08-22T00:00:00.000Z,Unintentional
